Código modular,Código de local,Código de institución,Nombre de IE,Nivel / Modalidad,Forma,Género,Tipo de Gestión,Dependencia,Dirección de IE,Localidad,Centro Poblado,Área Geográfica,Provincia,Distrito,UGEL,Tipo de programa,Turno
0687798,189214,23991780,RAMON CASTILLA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,BARRIO PALOMA RUMI,,PALOMA RUMI,Rural,Tayacaja,San Marcos de Rocchac,UGEL Surcubamba,No aplica,Mañana
0569756,189209,23993430,7 DE JUNIO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,AVENIDA HUANCAYO S/N,,SAN MARCOS DE ROCCHAC,Rural,Tayacaja,San Marcos de Rocchac,UGEL Surcubamba,No aplica,Mañana
1059708,621882,24045234,JUAN VELAZCO ALVARADO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,MONTECOLPA,Rural,Tayacaja,San Marcos de Rocchac,UGEL Surcubamba,No aplica,Mañana
1350867,519219,23310988,MACISTE DIAZ ABAD,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,QUIMLLO,QUIMLLO,Rural,Tayacaja,San Marcos de Rocchac,UGEL Surcubamba,No aplica,Mañana
0489906,189474,23992280,SAN PEDRO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,CALLE PRINCIPAL S/N,,SURCUBAMBA,Rural,Tayacaja,Surcubamba,UGEL Surcubamba,No aplica,Mañana
0687814,189488,23984441,PNP (R) NAVIO COMUN GAVILAN,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,,SACHACOTO,Rural,Tayacaja,Surcubamba,UGEL Surcubamba,No aplica,Mañana
1350792,519281,23992442,SAN MARTIN DE PORRES,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,,VISTA ALEGRE,Rural,Tayacaja,Surcubamba,UGEL Surcubamba,No aplica,Mañana
1573039,645996,22655108,MARIO VARGAS LLOSA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,PUEBLO LIBRE,PUEBLO LIBRE,Rural,Tayacaja,Surcubamba,UGEL Surcubamba,No aplica,Mañana
1701390,783817,23994593,CESAR VALLEJO MENDOZA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,BELLAVISTA,Rural,Tayacaja,Surcubamba,UGEL Surcubamba,No aplica,Mañana
1753409,826727,24067181,JOSE ABELARDO QUIÑONES GONZALES,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL DE JATUSPATA,,JATUSPATA,Rural,Tayacaja,Surcubamba,UGEL Surcubamba,No aplica,Mañana
0637520,189676,23994836,SAN JOSE,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,TINTAY,TINTAY PUNCU,Rural,Tayacaja,Tintay Puncu,UGEL Surcubamba,No aplica,Mañana
1058189,189695,26973163,SANTA CRUZ,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,UCHUY SIHUIS,Rural,Tayacaja,Tintay Puncu,UGEL Surcubamba,No aplica,Mañana
1358035,524904,24044572,ASUNCION DEL SEÑOR,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,VICENTELO ALTO,SUNE,Rural,Tayacaja,Tintay Puncu,UGEL Surcubamba,No aplica,Mañana
0687731,186833,24442225,MICAELA BASTIDAS PUYUCAHUA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,AVENIDA SANTIAGO ANTUNEZ MAYOLO,,QUICHUAS,Rural,Tayacaja,Quichuas,UGEL Tayacaja,No aplica,Mañana
1407428,620415,24442489,ANDRES AVELINO CACERES,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,VIOLETAS DE ACCOYANCA,VIOLETAS DE ACCOYANCA,Rural,Tayacaja,Quichuas,UGEL Tayacaja,No aplica,Mañana
1407683,620670,24442713,MARISCAL CASTILLA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,,COLCA,Rural,Tayacaja,Quichuas,UGEL Tayacaja,No aplica,Mañana
1350818,519276,26201691,SAN FERNANDO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,SANTA ROSA DE MALLMA,Rural,Tayacaja,Quichuas,UGEL Tayacaja,No aplica,Mañana
1573005,645883,22705288,JUAN VELASCO ALVARADO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,TRES DE MAYO SAN JOSE,TRES DE MAYO SAN JOSE,SAN JOSE,Rural,Tayacaja,Quichuas,UGEL Tayacaja,No aplica,Mañana
1630474,700247,22705024,MARIO VARGAS LLOSA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,MUTUYPATA,Rural,Tayacaja,Quichuas,UGEL Tayacaja,No aplica,Mañana
0743328,186852,23307936,CARLOS AUGUSTO SALAVERRY,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,ANDAYMARCA,ANDAYMARCA,ANDAYMARCA,Rural,Tayacaja,Andaymarca,UGEL Tayacaja,No aplica,Mañana
1059898,188530,26794218,JOSE CARLOS MARIATEGUI,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,HUARANHUAY,HUARANHUAY,Rural,Tayacaja,Andaymarca,UGEL Tayacaja,No aplica,Mañana
1432475,574475,25180331,LUIS FEDERICO SALAS GUEVARA SCHUTZ,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,QUINTAO,QUINTAO,Rural,Tayacaja,Andaymarca,UGEL Tayacaja,No aplica,Mañana
1722271,803995,23270218,SAN JUAN BAUTISTA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,CARRETERA PRINCIPAL S/N,,SUYLLOC,Rural,Tayacaja,Andaymarca,UGEL Tayacaja,No aplica,Mañana
1408863,621863,24045315,JOSE GALVEZ EGUSQUIZA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,AVENIDA CONVENTO S/N,PUERTO SAN ANTONIO,PUERTO SAN ANTONIO,Rural,Tayacaja,Roble,UGEL Surcubamba,No aplica,Mañana
3018462,905036,24906132,VIRGEN DEL ROSARIO DE SAN ISIDRO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,CARRETERA A SAN ISIDRO,,SAN ISIDRO,Rural,Tayacaja,Roble,UGEL Surcubamba,No aplica,Mañana
0580381,188097,23296470,SANTIAGO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,JIRON AREQUIPA S/N,,PICHUS,Rural,Tayacaja,Pichos,UGEL Tayacaja,No aplica,Mañana
1573021,645897,22705105,LEONCIO PRADO GUTIERREZ,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,PARIAC,PARIAC,Rural,Tayacaja,Pichos,UGEL Tayacaja,No aplica,Mañana
0687871,187267,24442551,MARISCAL CACERES,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,BARRIO MOYOBAMBA,BARRIO MOYOBAMBA,SANTIAGO DE TUCUMA,Rural,Tayacaja,Santiago de Tucuma,UGEL Tayacaja,No aplica,Mañana
1753375,826690,24960730,SAN CRISTOBAL DE HUAYRAPIRI,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,CARRETERA PRINCIPAL S/N,,SAN CRISTOBAL DE HUAYRAPIRI,Rural,Tayacaja,Santiago de Tucuma,UGEL Tayacaja,No aplica,Mañana
0687822,189493,25238354,VICTOR RAUL HAYA DE LA TORRE,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,CALLE PRINCIPAL S/N,,SOCOS,Rural,Tayacaja,Lambras,UGEL Surcubamba,No aplica,Mañana
0580449,187489,25238435,SEBASTIAN LORENTE IBAÑEZ,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,AVENIDA 13 DE JUNIO S/N,,SANTA MARIA,Rural,Tayacaja,Lambras,UGEL Surcubamba,No aplica,Mañana
1701382,783803,25735412,JOSE MARIA ARGUEDAS,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,MATARA,Rural,Tayacaja,Lambras,UGEL Surcubamba,No aplica,Mañana
0687806,189681,,SIMON BOLIVAR,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,,COCHABAMBA GRANDE,Rural,Tayacaja,Cochabamba,UGEL Surcubamba,No aplica,Mañana
